kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
EMDE;Megapolitan Developments Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1488507549729.0;2240131441051.0;3728638990780.0;1001239817402.0;1032448260279.0;2033688077681.0;335000000000.0;0;126054412723.0;1685051692534.0;1694950913099.0;3728638990780.0;92658079137.0;1061267020904.0;1034201610092.0;1034201610092.0;1038354790334.0;1031939641285.0;1027789857581.0;6411752511.0;19568269765.0;69746746879.0
EMTK;Elang Mahkota Teknologi Tbk;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;12961204931.0;25207306183.0;38168511114.0;3213609433.0;1286035397.0;4499644830.0;1224835030.0;;12627392027.0;28432010379.0;33668866284.0;38168511114.0;3708351121.0;6436822691.0;6019825801.0;6019825801.0;6271231393.0;5911749022.0;5659161112.0;360664689.0;3494411932.0;7383025165.0
ENAK;PT Champ Resto Indonesia Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;115425324921.0;555730155854.0;671155480775.0;308677049142.0;297639207169.0;606316256311.0;20000000000.0;;25120280000.0;64839224464.0;64839224464.0;671155480775.0;479621884304.0;-16587869381.0;-7327007595.0;-7327007595.0;-5853928270.0;-5853928270.0;-7327007595.0;;-1785049967.0;57983218758.0
ENRG;Energi Mega Persada Tbk;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A111. Oil & Gas Production & Refinery;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;163173483.0;900869089.0;1064042572.0;294046590.0;321032207.0;615078797.0;638086082.0;;315315641.0;522030971.0;448963775.0;1064042572.0;148198656.0;130092220.0;39683842.0;39683842.0;38893284.0;39448097.0;40238655.0;-554813.0;8294775.0;32920473.0
ENZO;PT Morenzo Abadi Perkasa Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;184120393901.0;110295630913.0;294416024814.0;123621955121.0;13021832330.0;136643787451.0;108127258250.0;0;34524870655.0;152826302549.0;157772237363.0;294416024814.0;82081762433.0;13091610703.0;10191676313.0;10191676313.0;10007392780.0;9980733904.0;10162989270.0;28687043.0;32117630618.0;24655344251.0
EPAC;PT Megalestari Epack Sentosaraya Tbk.;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;119325446878.0;252916503012.0;372241949890.0;134058452051.0;56919987993.0;190978440044.0;165170000000.0;0;10488884611.0;183605542044.0;181263509846.0;372241949890.0;32226987183.0;1871585575.0;1069895675.0;1069895675.0;1237969668.0;2748420951.0;2399734364.0;-1329838689.0;-603447620.0;9178504096.0
EPMT;Enseval Putera Megatrading Tbk;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D111. Drug Retail & Distributors;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;8128487195074.0;1601432450446.0;9729919645520.0;2767290257087.0;115708244511.0;2882998501598.0;135432000000.0;0;276480262616.0;6831085432589.0;6846921143922.0;9729919645520.0;2805134594827.0;1083958145355.0;846240999497.0;846240999497.0;851759722494.0;853399866142.0;847881142916.0;-1640143419.0;-295184197471.0;1324602373881.0
ERAA;Erajaya Swasembada Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E742. Electronics Retail;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;6624347489.0;4747877767.0;11372225256.0;4279452623.0;630410963.0;4909863586.0;1595000000.0;0;598405873.0;6138939787.0;6462361670.0;11372225256.0;4805886808.0;1495064863.0;1117917248.0;1117917248.0;1116238738.0;1013417380.0;1012375634.0;105541614.0;-258362447.0;417263103.0
ERTX;Eratex Djaja Tbk;E. Consumer Cyclicals;E4. Apparel & Luxury Goods;E41. Apparel & Luxury Goods;E411. Clothing, Accessories & Bags;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;38550632.0;34147305.0;72697937.0;35494506.0;17289886.0;52784392.0;8817516.0;;158574.0;19912497.0;19913545.0;72697937.0;6746911.0;1949891.0;1583643.0;1583643.0;1670894.0;1670894.0;1583643.0;;564390.0;3986427.0
ESIP;PT Sinergi Inti Plastindo Tbk.;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;34601733001.0;49980930842.0;84582663843.0;28984918841.0;2067345824.0;31052264665.0;32017385350.0;0;17834864330.0;53530399178.0;53530399178.0;84582663843.0;7039992289.0;811337127.0;611433199.0;611433199.0;708448186.0;708448186.0;611433199.0;;-84833617.0;1373809411.0
ESSA;Surya Esa Perkasa Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;158000533.0;651292490.0;809293023.0;97776656.0;410735057.0;508511713.0;15405610.0;;90902649.0;213463376.0;300781310.0;809293023.0;110289275.0;10094942.0;14354428.0;14354428.0;19113705.0;17079279.0;13969192.0;385236.0;7063740.0;80841178.0
ESTA;PT Esta Multi Usaha Tbk.;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;29070088375.0;239848251419.0;268918339794.0;27066594274.0;97961675332.0;125028269606.0;63000000000.0;0;4293790119.0;61859480123.0;143890070188.0;268918339794.0;23267837256.0;604031108.0;574930542.0;574930542.0;597033294.0;596339057.0;574236305.0;694237.0;-3530530322.0;27649205114.0
ESTI;Ever Shine Textile Industry Tbk;E. Consumer Cyclicals;E4. Apparel & Luxury Goods;E41. Apparel & Luxury Goods;E413. Textiles;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;25239241.0;25974202.0;51213443.0;21083824.0;15555003.0;36638827.0;76794149.0;0;5284008.0;14574317.0;14574616.0;51213443.0;4905388.0;1464890.0;1612542.0;1612542.0;1612542.0;1612542.0;1612542.0;0;52911.0;110979.0
ETWA;Eterindo Wahanatama Tbk;A. Energy;A2. Alternative Energy;A22. Alternative Fuels;A221. Alternative Fuels;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;71988388309.0;981566660359.0;1053555048668.0;360301823759.0;808069645186.0;1168371468945.0;572337520000.0;0;112006488522.0;-115007115654.0;-114816420277.0;1053555048668.0;-27294729211.0;-115367870666.0;-124613363675.0;-124613363675.0;-124174927845.0;-123940774498.0;-124379252360.0;-234111315.0;14935807903.0;15230255152.0
EURO;PT Estee Gold Feet Tbk;D. Consumer Non-Cyclicals;D4. Nondurable Household Products;D42. Personal Care Products;D421. Personal Care Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;9238276.0;12426205.0;21664481.0;3635767.0;2454378.0;6090145.0;8744500.0;;;15574336.0;15574336.0;21664481.0;8904939.0;4672527.0;3823840.0;3823840.0;3823840.0;3823840.0;3823840.0;00.00;5269242.0;7023637.0
EXCL;PT XL Axiata Tbk;J. Infrastructures;J3. Telecommunication;J32. Wireless Telecommunication Services;J321. Wireless Telecommunication Services;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;;Jutaan / In Million;7733191.0;65020091.0;72753282.0;20953921.0;31710616.0;52664537.0;1072467.0;00.00;12216315.0;20088745.0;20088745.0;72753282.0;0;1707540.0;1287807.0;1287807.0;1303500.0;1303500.0;1287807.0;00.00;-301668.0;2664387.0
FAPA;PT FAP Agri Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1187562201023.0;6746582725238.0;7934144926261.0;854169641996.0;3894148675450.0;4748318317446.0;3629411800000.0;0;462087643325.0;2998753855691.0;3185826608815.0;7934144926261.0;946687963815.0;511391100023.0;407516031006.0;407516031006.0;435050383888.0;410594455372.4;384437177676.4;23078853329.6;367941815418.0;166445075824.0
FAST;PT Fast Food Indonesia Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;1178139902.0;2322921484.0;3501061386.0;1400609966.0;982968128.0;2383578094.0;199513858.0;;944469.0;1117483292.0;1117483292.0;3501061386.0;2935820140.0;-370784597.0;-300609572.0;-300609572.0;-248879082.0;-248879082.0;-300609572.0;;-282271051.0;601013535.0
FASW;Fajar Surya Wisesa Tbk;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;4254996.0;9047228.0;13302224.0;5137640.0;3039260.0;8176900.0;1238944.0;0;3561.00.00;5125324.0;5125324.0;13302224.0;1617269.0;841056.0;617427.0;617427.0;685067.0;685067.0;617427.0;0;42722.0;145027.0
FILM;PT MD Pictures Tbk.;E. Consumer Cyclicals;E6. Media & Entertainment;E62. Entertainment & Movie Production;E621. Entertainment & Movie Production;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;184001472264.0;1125713647860.0;1309715120124.0;41891954034.0;9604298926.0;51496252960.0;951121700000.0;;153685174076.0;1252596633345.0;1258218867164.0;1309715120124.0;144278211524.0;50451404077.0;30136148574.0;30136148574.0;29692713894.0;33227058266.0;33670492946.0;-3534344372.0;-38403410382.0;83004957650.0
FIMP;PT Fimperkasa Utama Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;15232638083.0;17715723372.0;32948361455.0;2970758897.0;526986966.0;3497745863.0;20000038750.0;0;10030197958.0;29450615592.0;29450615592.0;32948361455.0;42754002.0;-934707642.0;-934707642.0;-934707642.0;-906589602.0;-906589602.0;-934707642.0;0;38.459.872.735.637.600;50988243.0
FIRE;PT Alfa Energi Investama Tbk.;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;213857052760.0;280395704974.0;494252757734.0;153665650636.0;33182248095.0;186847898731.0;147536317900.0;0;200776029071.0;307363735544.0;307404859003.0;494252757734.0;223486454709.0;-50649887742.0;-45893211775.0;-45893211775.0;-45542567515.0;-45501700494.0;-45852236848.0;-40974927.0;-17604892040.0;46759671091.0
FISH;FKS Multi Agro Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;404552905.0;133087689.0;537640594.0;311328821.0;71627940.0;382956761.0;6120561.0;0;95775.0;145630273.0;154683833.0;537640594.0;74411941.0;36222281.0;29237100.0;29237100.0;28711281.0;28440384.0;28894111.0;342989.0;1360958.0;67435553.0
FITT;PT Hotel Fitra International Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;10697516860.0;55868137312.0;66565654172.0;5479437394.0;22997068859.0;28476506253.0;70359258700.0;;-7272099417.0;38089091809.0;38089147919.0;66565654172.0;3158274754.0;-5429731250.0;-5421836983.0;-5421836983.0;-5398178653.0;-5398159299.0;-5421817582.0;-19401.0;8646620651.0;10328426842.0
FMII;Fortune Mate Indonesia Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;248069.0;620961.0;869030.0;193807.0;39525.0;233332.0;272100.0;0;-2965.0;635412.0;635698.0;869030.0;33219.0;9921.00.00;8562.00.00;8562.00.00;8562.00.00;8558.00.00;8558.00.00;04.00;5963.00.00;7980.00.00
FOOD;PT Sentra Food Indonesia Tbk.;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D222. Processed Foods;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;28220720064.0;78274632899.0;106495352963.0;50340517198.0;12414147037.0;62754664235.0;65000000000.0;0;-2283792080.0;38883584071.0;43740688728.0;106495352963.0;28832784579.0;-14330211086.0;-14658771261.0;-14658771261.0;-12500827530.0;-10314067587.0;-12755174366.0;-1903596895.0;-349210218.0;1711187519.0
FORU;Fortune Indonesia Tbk;E. Consumer Cyclicals;E6. Media & Entertainment;E61. Media;E611. Advertising;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;42570929424.0;4056614568.0;46627543992.0;4506273048.0;1625774000.0;6132047048.0;46522400000.0;;7148969337.0;40495496944.0;40495496944.0;46627543992.0;25875758379.0;-78274340.0;1508718453.0;1508718453.0;1505382393.0;1505382393.0;1508718453.0;00.00;629637837.0;31472017176.0
FPNI;PT Lotte Chemical Titan Tbk.;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Ribuan / In Thousand;117158.0;65864.0;183022.0;70867.0;7523.00.00;78390.0;163838.0;;45880.0;104485.0;104632.0;183022.0;23595.0;12232.0;9564.00.00;9564.00.00;9470.00.00;9457.00.00;9550.00.00;14.00;33588.0;38411.0
FREN;PT Smartfren Telecom Tbk;J. Infrastructures;J3. Telecommunication;J31. Telecommunication Service;J312. Integrated Telecommunication Service;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;2322497796081.0;41035351946794.0;43357849742875.0;9603232140323.0;21101175108585.0;30704407248908.0;37161209633400.0;0;826398789433.0;12653394188711.0;12653442493967.0;43357849742875.0;10456828821565.0;-566283934827.0;-435325081365.0;-435325081365.0;-409948612649.0;-409953258183.0;-435329110150.0;4028785.0;-192874906476.0;463219099857.0
FUJI;PT Fuji Finance Indonesia Tbk.;G. Financials;G2. Financing Service;G21. Consumer Financing;G211. Consumer Financing;Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;0;0;153713575228.0;0;0;4296566297.0;130000000000.0;0;22573334667.0;149417008931.0;149417008931.0;153713575228.0;0;11097646739.0;9199918110.0;9199918110.0;9233687530.0;9233687530.0;9199918110.0;;7173065399.0;70887596457.0
GDST;Gunawan Dianjaya Steel Tbk;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B144. Iron & Steel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;353310177226.0;1230668839196.0;1583979016422.0;727757214191.0;68124488866.0;795881703057.0;924250000000.0;0;147022793057.0;788097313365.0;788097313365.0;1583979016422.0;75272695575.0;-76933015238.0;-63711545268.0;-63711545268.0;-59381414410.0;-59381414410.0;-63711545268.0;0;3141192379.0;4134530883.0
GDYR;Goodyear Indonesia Tbk;E. Consumer Cyclicals;E1. Automobiles & Components;E11. Auto Components;E112. Tires;Foreign Corporation;Foreign Company;31/12/22;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;50349305.0;69585299.0;119934604.0;70839900.0;738342.0;71578242.0;78378525.0;0;0;48356362.0;48356362.0;119934604.0;13994167.0;2463143.0;2434023.0;2434023.0;3278254.0;3278254.0;2434023.0;0;-2888349.0;12360240.0
GEMA;Gema Grahasarana Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E211. Home Furnishings;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;566523095195.0;500275366562.0;1066798461757.0;543037942422.0;133282596147.0;676320538569.0;32000000000.0;0;7942136270.0;398982748155.0;390477923188.0;1066798461757.0;273365393244.0;17000480788.0;13140035584.0;13140035584.0;19736565013.0;19432115915.0;12850510336.0;289525248.0;21447511063.0;94420540508.0
GEMS;Golden Energy Mines Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;434160312.0;394866625.0;829026937.0;425221593.0;87481301.0;512702894.0;65065961.0;0;229019198.0;315030328.0;316324043.0;829026937.0;756760502.0;460840753.0;354024370.0;354024370.0;354563019.0;348499026.0;348004331.0;6020039.0;-7697488.0;193572821.0
GGRM;Gudang Garam Tbk;D. Consumer Non-Cyclicals;D3. Tobacco;D31. Tobacco;D311. Tobacco;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;59312578.0;30651791.0;89964369.0;28369283.0;2306812.0;30676095.0;962044.0;0;53700.0;59288208.0;59288274.0;89964369.0;14272611.0;7286846.0;5605321.0;5605321.0;5768435.0;5768429.0;5605315.0;06.00;-993629.0;3771404.0
GGRP;PT Gunung Raja Paksi Tbk.;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B144. Iron & Steel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;275848320.0;792483403.0;1068331723.0;190390645.0;124876329.0;315266974.0;573244954.0;0;66732174.0;753064749.0;753064749.0;1068331723.0;104816226.0;79783319.0;61896860.0;61896860.0;62885999.0;62885999.0;61896860.0;0;13468488.0;37241748.0
GHON;PT Gihon Telekomunikasi Indonesia Tbk;J. Infrastructures;J3. Telecommunication;J32. Wireless Telecommunication Services;J321. Wireless Telecommunication Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;75858670.0;945619932.0;1021478602.0;250140903.0;52318210.0;302459113.0;55000000.0;;160595331.0;719007063.0;719019489.0;1021478602.0;132972729.0;95462337.0;89855831.0;89855831.0;76673148.0;76673182.0;89855865.0;-34.0;37053026.0;51910375.0
GIAA;Garuda Indonesia (Persero) Tbk;K. Transportation & Logistic;K1. Transportation;K11. Airlines;K111. Airlines;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15.731;Satuan Penuh / Full Amount;305725029.0;6887020331.0;7192745360.0;5771313185.0;7531491890.0;13302805075.0;1310326950.0;0;13753694.0;-6072342272.0;-6110059715.0;7192745360.0;1336678470.0;-4532553816.0;-4174004768.0;-4174004768.0;-4162537568.0;-4148159013.0;-4159342510.0;-14662258.0;-141909513.0;54442439.0
GJTL;Gajah Tunggal Tbk;E. Consumer Cyclicals;E1. Automobiles & Components;E11. Auto Components;E112. Tires;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;8320091.0;10080606.0;18400697.0;4720225.0;6534295.0;11254520.0;1742400.0;0;-502515.0;7149452.0;7146177.0;18400697.0;2132807.0;94246.0;74027.0;74027.0;137855.0;144323.0;80495.0;-6468.0;-230434.0;838709.0
